review_text,Sub - Category
"the facilities in the room were well-maintained, contributing to a relaxing experience. suggestions for improvement:
while my stay was enjoyable, there are a few areas where the hotel could consider improvements to further enhance the guest experience. these may include increasing the bed size in the room and updating the menu to include variety in the restaurant.",neutral
good to stay and hotel in awesome location. excellent break fast and hotel location is awesome.,Delight
the rooms are not spacious!,Disappointment
amazing hotel the hotel offers a great service.,Delight
clean rooms and good wi-fi connection.,Satisfaction
all the facilities r ok great experience to stay with this property coz.,Delight
though rooms are small but well maintained.,neutral
"nice hotel with excellent service nice hotel with excellent service, food is also good. rooms are good",Delight
rooms are very small. but restaurant and bar is available within property.,neutral
"the room boasted modern amenities, including a thermostat for personalized comfort.",Satisfaction
good stay the hotel has very good amenities and the staff is very polite and helpful. it is also located centrally.,Delight
my child liked the hotel.,Satisfaction
rare for all of these to come together in a hotel in this segment.,Satisfaction
rooms = neat and clean. the hotel has a restaurant at 2nd floor.,Satisfaction
"business visitor nice place to stay having close proximity to rely station and connected to major places. food is good, rooms are small but decent.",Satisfaction
excellent service nice rooms excellent service.,Delight
chandigarh hotel stay for a night location is very close to elante mall and many activities around.,Satisfaction
average stay 3 star rating the rooms are too small in size with basic amenities.,neutral
"good stay rooms are cosy and we'll equipped with all necessary items. else ample parking space, good restaurant and and food.",Satisfaction
would appreciate bigger rooms.,Disappointment
we are happy to stay on this hotel which near to elante mall also.,Satisfaction
good hotel for business travelers . nice location and good hotel staff.,Satisfaction
good business hotel this is a good hotel for business stays. rooms are neat and clean.,Satisfaction
good location with accessibility to nearby places. amenities were good.,Satisfaction
average stay over priced hotel. location is good but rooms are small.,neutral
"nice stay at chandigarh it seems to be a business hotel. the rooms are moderately sized, but are still equipped with everything you want.",Satisfaction
"comfortable stay, clean rooms, good food",Satisfaction
"rooms though bit small, all facilities accommodated.",neutral
"good location, variety in breakfast, courteous staff hotel was in good location, very close to elante mall. only 1 type of room.",Satisfaction
no facilities available,Disappointment
decent hotel for business travel situated at industrial area phase 1 chandigarh with walking distance to elante mall. the rooms are congested and not worth the price we pay.,Disappointment
very clean rooms and hotel surroundings.,Satisfaction
the rooms were clean and well maintained.,Satisfaction
however in recent times i have observed that the service level of the hotel is going a bit down. overall hotel is good but can be improved.,Disappointment
"excellent stay well and good, i don't know, but the fatigue goes away as soon as you come to hometel, the vibes of this hotel are really positive.",Delight
hotel has its reception on 2nd floor and they should have some supervisor at ground floor to manage concerns as security guards are certainly not that much trained to help.,Disappointment
"excellent stay very neat and clean property, good room service.",Satisfaction
"from check-in to check-out, the staff members were friendly, helpful, and attentive to my needs, enhancing my overall impression of the hotel. suggestions for improvement:
while my stay was enjoyable, there are a few areas where the hotel could consider improvements to further enhance the guest experience.",Delight
